created At,tree ID,curb loc,status,spc common,zip city,boroName
8/30/2015,188037,OnCurb,Alive,littleleaf linden,Forest Hills,Queens
8/27/2015,179867,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/24/2015,172429,OnCurb,Alive,littleleaf linden,Astoria,Queens
8/30/2015,189577,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/3/2015,200156,OnCurb,Alive,littleleaf linden,New York,Manhattan
9/7/2015,208744,OnCurb,Alive,littleleaf linden,Jackson Heights,Queens
8/22/2015,164975,OnCurb,Alive,littleleaf linden,Bayside,Queens
8/31/2015,190680,OffsetFromCurb,Alive,littleleaf linden,New York,Manhattan
8/29/2015,186599,OnCurb,Alive,littleleaf linden,Ridgewood,Queens
9/3/2015,199603,OffsetFromCurb,Alive,holly,New York,Manhattan
9/2/2015,197213,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/24/2015,170405,OnCurb,Alive,littleleaf linden,Flushing,Queens
8/31/2015,192583,OnCurb,Alive,littleleaf linden,Staten Island,Staten Island
8/31/2015,191884,OnCurb,Alive,horse chestnut,Brooklyn,Brooklyn
9/1/2015,193388,OnCurb,Alive,littleleaf linden,Jackson Heights,Queens
9/8/2015,208878,OnCurb,Alive,horse chestnut,Astoria,Queens
8/28/2015,182406,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/1/2015,194255,OnCurb,Alive,littleleaf linden,New York,Manhattan
9/4/2015,201390,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/18/2015,155276,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/4/2015,202633,OnCurb,Stump,,Staten Island,Staten Island
8/26/2015,177047,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
8/29/2015,183620,OnCurb,Alive,Japanese zelkova,Astoria,Queens
8/31/2015,192662,OffsetFromCurb,Alive,northern red oak,New York,Manhattan
8/28/2015,183513,OnCurb,Alive,Japanese zelkova,Ridgewood,Queens
8/26/2015,176343,OnCurb,Stump,,Brooklyn,Brooklyn
9/1/2015,193391,OnCurb,Alive,black oak,Jackson Heights,Queens
8/30/2015,189222,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/5/2015,204112,OnCurb,Stump,,New York,Manhattan
8/30/2015,190072,OnCurb,Stump,,Brooklyn,Brooklyn
9/3/2015,200493,OnCurb,Dead,,New York,Manhattan
9/1/2015,195963,OnCurb,Stump,,New York,Manhattan
9/7/2015,208474,OnCurb,Stump,,Brooklyn,Brooklyn
9/8/2015,208956,OnCurb,Alive,Japanese zelkova,Astoria,Queens
8/30/2015,190067,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/8/2015,209906,OnCurb,Alive,American linden,Bronx,Bronx
9/8/2015,209540,OnCurb,Alive,honeylocust,Bronx,Bronx
8/30/2015,188931,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,188933,OnCurb,Alive,American linden,Brooklyn,Brooklyn
9/8/2015,209338,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/1/2015,196051,OnCurb,Alive,ginkgo,New York,Manhattan
8/26/2015,178654,OnCurb,Alive,London planetree,Woodhaven,Queens
9/2/2015,196219,OnCurb,Alive,London planetree,Kew Gardens,Queens
9/2/2015,196370,OnCurb,Alive,London planetree,New York,Manhattan
9/4/2015,203273,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/6/2015,206328,OnCurb,Alive,London planetree,East Elmhurst,Queens
8/23/2015,168613,OnCurb,Alive,Norway maple,Ridgewood,Queens
8/28/2015,182585,OnCurb,Alive,Norway maple,Staten Island,Staten Island
8/27/2015,181222,OnCurb,Alive,Norway maple,Springfield Gardens,Queens
8/29/2015,187401,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/22/2015,165073,OnCurb,Alive,Norway maple,Staten Island,Staten Island
8/27/2015,179177,OnCurb,Alive,Norway maple,Forest Hills,Queens
9/2/2015,198129,OnCurb,Alive,Norway maple,Fresh Meadows,Queens
8/28/2015,182292,OnCurb,Alive,Norway maple,Rockaway Park,Queens
8/25/2015,175742,OnCurb,Alive,Norway maple,East Elmhurst,Queens
9/1/2015,194860,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/27/2015,180186,OnCurb,Alive,Norway maple,Richmond Hill,Queens
9/1/2015,194326,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
9/7/2015,208352,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/7/2015,208354,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/7/2015,208367,OnCurb,Alive,London planetree,New York,Manhattan
9/7/2015,208535,OnCurb,Alive,London planetree,Oakland Gardens,Queens
9/2/2015,196203,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/4/2015,201785,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/18/2015,155640,OnCurb,Alive,London planetree,Oakland Gardens,Queens
8/28/2015,182767,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/8/2015,208988,OnCurb,Alive,London planetree,Astoria,Queens
9/7/2015,208501,OnCurb,Alive,London planetree,Oakland Gardens,Queens
9/3/2015,200462,OnCurb,Alive,London planetree,Fresh Meadows,Queens
9/3/2015,200464,OnCurb,Alive,London planetree,Fresh Meadows,Queens
8/31/2015,191304,OnCurb,Alive,London planetree,Forest Hills,Queens
8/28/2015,181668,OnCurb,Alive,Norway maple,Ridgewood,Queens
8/28/2015,181607,OnCurb,Alive,Norway maple,Bronx,Bronx
8/27/2015,180739,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/20/2015,161930,OnCurb,Alive,Norway maple,Staten Island,Staten Island
8/26/2015,177120,OnCurb,Alive,sawtooth oak,Staten Island,Staten Island
9/6/2015,205650,OnCurb,Alive,London planetree,East Elmhurst,Queens
9/4/2015,203353,OnCurb,Alive,London planetree,Jackson Heights,Queens
9/7/2015,208347,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/4/2015,203335,OnCurb,Alive,London planetree,Jackson Heights,Queens
9/2/2015,196133,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/3/2015,200670,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,196222,OnCurb,Alive,London planetree,Kew Gardens,Queens
9/4/2015,203274,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/5/2015,204127,OnCurb,Alive,Japanese zelkova,New York,Manhattan
8/29/2015,184373,OnCurb,Alive,Japanese zelkova,Bronx,Bronx
8/25/2015,173016,OnCurb,Dead,,Far Rockaway,Queens
8/27/2015,179963,OnCurb,Dead,,Brooklyn,Brooklyn
9/7/2015,208246,OffsetFromCurb,Stump,,New York,Manhattan
9/4/2015,203393,OnCurb,Alive,northern red oak,Brooklyn,Brooklyn
8/30/2015,190398,OnCurb,Alive,Japanese zelkova,New York,Manhattan
8/30/2015,190400,OnCurb,Alive,Japanese zelkova,New York,Manhattan
9/7/2015,208280,OnCurb,Alive,Japanese zelkova,Woodside,Queens
8/25/2015,174747,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
8/30/2015,190434,OnCurb,Alive,honeylocust,New York,Manhattan
9/7/2015,208650,OnCurb,Alive,American linden,New York,Manhattan
8/28/2015,182846,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/24/2015,170267,OnCurb,Alive,American linden,Brooklyn,Brooklyn
8/18/2015,157988,OnCurb,Alive,silver maple,Oakland Gardens,Queens
8/3/2015,113218,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/13/2015,144069,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
8/21/2015,164257,OnCurb,Alive,silver maple,Flushing,Queens
8/13/2015,143801,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/13/2015,142765,OnCurb,Alive,black cherry,Brooklyn,Brooklyn
8/8/2015,127740,OnCurb,Alive,silver maple,Queens Village,Queens
8/19/2015,158992,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
8/21/2015,164607,OnCurb,Alive,eastern redcedar,Bronx,Bronx
8/10/2015,134709,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
8/10/2015,134710,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
9/1/2015,194624,OnCurb,Alive,silver maple,Bronx,Bronx
8/18/2015,156784,OnCurb,Alive,eastern redcedar,Rockaway Park,Queens
8/28/2015,181985,OnCurb,Alive,Norway maple,Jamaica,Queens
8/28/2015,183453,OnCurb,Alive,Norway maple,Astoria,Queens
9/3/2015,200612,OnCurb,Alive,red maple,Fresh Meadows,Queens
9/4/2015,201646,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/4/2015,201648,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/6/2015,205790,OnCurb,Alive,pin oak,New York,Manhattan
9/4/2015,203484,OnCurb,Alive,pin oak,Oakland Gardens,Queens
9/4/2015,203486,OnCurb,Alive,pin oak,Oakland Gardens,Queens
8/30/2015,189573,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/3/2015,199040,OnCurb,Alive,pin oak,New York,Manhattan
8/27/2015,179543,OnCurb,Alive,pin oak,New York,Manhattan
8/27/2015,180724,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/7/2015,208366,OnCurb,Alive,pin oak,New York,Manhattan
8/27/2015,179988,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/30/2015,189752,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/8/2015,209438,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/7/2015,208368,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/2/2015,196202,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,196204,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/31/2015,192292,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/5/2015,203858,OnCurb,Alive,London planetree,Astoria,Queens
9/2/2015,196404,OnCurb,Alive,London planetree,New York,Manhattan
8/31/2015,191305,OnCurb,Alive,London planetree,Forest Hills,Queens
8/29/2015,186942,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,189569,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/31/2015,192577,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/27/2015,180509,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,198200,OnCurb,Alive,littleleaf linden,Fresh Meadows,Queens
9/1/2015,195978,OnCurb,Alive,littleleaf linden,Bronx,Bronx
8/27/2015,180551,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/4/2015,201911,OnCurb,Alive,horse chestnut,Brooklyn,Brooklyn
8/25/2015,175186,OnCurb,Alive,littleleaf linden,Bronx,Bronx
8/22/2015,165644,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/6/2015,206438,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/8/2015,208864,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/27/2015,180065,OnCurb,Alive,London planetree,Flushing,Queens
9/5/2015,204283,OffsetFromCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208359,OnCurb,Alive,American elm,New York,Manhattan
9/7/2015,208360,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/4/2015,201943,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/31/2015,192703,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/30/2015,189810,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/4/2015,201859,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/4/2015,203599,OnCurb,Alive,littleleaf linden,Astoria,Queens
8/31/2015,193303,OnCurb,Alive,littleleaf linden,New York,Manhattan
8/29/2015,184330,OnCurb,Alive,honeylocust,Bronx,Bronx
9/4/2015,201941,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/18/2015,155464,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,190413,OnCurb,Alive,honeylocust,New York,Manhattan
8/20/2015,162051,OnCurb,Alive,honeylocust,Ozone Park,Queens
9/5/2015,205150,OnCurb,Alive,honeylocust,New York,Manhattan
9/7/2015,208161,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/8/2015,209315,OnCurb,Alive,honeylocust,Bronx,Bronx
8/29/2015,185085,OnCurb,Dead,,Bronx,Bronx
9/8/2015,209503,OnCurb,Alive,Japanese zelkova,Bronx,Bronx
9/2/2015,198128,OnCurb,Alive,Norway maple,Fresh Meadows,Queens
8/20/2015,161921,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
9/1/2015,193591,OnCurb,Alive,Norway maple,Long Island City,Queens
8/24/2015,170488,OnCurb,Alive,Norway maple,Flushing,Queens
8/31/2015,191233,OnCurb,Alive,Norway maple,Kew Gardens,Queens
8/20/2015,163114,OnCurb,Alive,Norway maple,Astoria,Queens
8/20/2015,161078,OnCurb,Alive,Norway maple,Staten Island,Staten Island
9/1/2015,193673,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/22/2015,165965,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/22/2015,167201,OnCurb,Alive,Norway maple,Kew Gardens,Queens
8/25/2015,172899,OnCurb,Alive,tulip-poplar,Brooklyn,Brooklyn
8/30/2015,188235,OnCurb,Alive,Norway maple,Astoria,Queens
8/25/2015,172900,OnCurb,Alive,tulip-poplar,Brooklyn,Brooklyn
8/25/2015,173100,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
9/6/2015,205651,OnCurb,Alive,London planetree,East Elmhurst,Queens
9/4/2015,201637,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/4/2015,201639,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/30/2015,189614,OnCurb,Alive,willow oak,Brooklyn,Brooklyn
9/7/2015,208232,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/7/2015,208255,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/4/2015,203352,OnCurb,Alive,London planetree,Jackson Heights,Queens
8/28/2015,182819,OnCurb,Alive,London planetree,Corona,Queens
9/6/2015,206324,OnCurb,Alive,London planetree,East Elmhurst,Queens
9/8/2015,209434,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/19/2015,158508,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/19/2015,160461,OnCurb,Alive,Norway maple,College Point,Queens
8/18/2015,156586,OnCurb,Alive,Norway maple,Staten Island,Staten Island
8/25/2015,173648,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/26/2015,178446,OnCurb,Alive,Norway maple,Woodhaven,Queens
8/28/2015,182257,OnCurb,Alive,Norway maple,Rockaway Park,Queens
8/30/2015,188106,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/20/2015,162988,OnCurb,Alive,Norway maple,Astoria,Queens
8/15/2015,147194,OnCurb,Alive,Norway maple,Springfield Gardens,Queens
8/31/2015,191081,OnCurb,Alive,Norway maple,Kew Gardens,Queens
8/24/2015,170490,OnCurb,Alive,Norway maple,Flushing,Queens
8/24/2015,170789,OnCurb,Alive,Norway maple,Flushing,Queens
8/26/2015,178213,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/28/2015,182815,OnCurb,Alive,ginkgo,Corona,Queens
8/30/2015,190301,OnCurb,Alive,honeylocust,Ridgewood,Queens
9/4/2015,203524,OnCurb,Alive,white pine,Forest Hills,Queens
8/30/2015,190418,OnCurb,Alive,honeylocust,New York,Manhattan
8/24/2015,172421,OnCurb,Alive,honeylocust,Astoria,Queens
8/25/2015,173489,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/29/2015,186227,OffsetFromCurb,Alive,honeylocust,Bronx,Bronx
8/30/2015,189984,OnCurb,Alive,honeylocust,New York,Manhattan
9/7/2015,208453,OnCurb,Alive,Atlantic white cedar,Flushing,Queens
9/8/2015,210557,OnCurb,Alive,honeylocust,New York,Manhattan
8/27/2015,179956,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,188465,OnCurb,Stump,,Arverne,Queens
8/29/2015,183919,OnCurb,Alive,Japanese zelkova,Bronx,Bronx
9/6/2015,206325,OnCurb,Alive,London planetree,East Elmhurst,Queens
9/6/2015,206436,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,190349,OnCurb,Alive,London planetree,New York,Manhattan
9/2/2015,196083,OnCurb,Alive,London planetree,Kew Gardens,Queens
9/8/2015,208865,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/27/2015,180296,OnCurb,Alive,American elm,New York,Manhattan
9/7/2015,208390,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/4/2015,201788,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/25/2015,175166,OnCurb,Alive,London planetree,Far Rockaway,Queens
8/25/2015,173301,OffsetFromCurb,Alive,London planetree,Far Rockaway,Queens
8/31/2015,191696,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/31/2015,192228,OnCurb,Alive,red maple,Staten Island,Staten Island
8/30/2015,189602,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/1/2015,195133,OnCurb,Alive,honeylocust,Staten Island,Staten Island
9/5/2015,204410,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,190302,OnCurb,Alive,honeylocust,Ridgewood,Queens
9/4/2015,203523,OnCurb,Alive,white pine,Forest Hills,Queens
8/31/2015,191406,OnCurb,Alive,honeylocust,New York,Manhattan
9/4/2015,203253,OnCurb,Alive,ginkgo,Jackson Heights,Queens
9/5/2015,203991,OnCurb,Alive,ginkgo,New York,Manhattan
8/30/2015,190419,OnCurb,Alive,honeylocust,New York,Manhattan
9/7/2015,208569,OffsetFromCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/7/2015,208471,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,189785,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/25/2015,174075,OnCurb,Alive,honeylocust,New York,Manhattan
9/4/2015,201440,OnCurb,Alive,eastern redcedar,Rockaway Park,Queens
8/28/2015,181587,OnCurb,Alive,silver maple,Bronx,Bronx
8/24/2015,171542,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
9/4/2015,201875,OffsetFromCurb,Alive,eastern redcedar,Rockaway Park,Queens
9/4/2015,201876,OffsetFromCurb,Alive,eastern redcedar,Rockaway Park,Queens
8/11/2015,136646,OnCurb,Alive,black cherry,New York,Manhattan
9/2/2015,198117,OnCurb,Alive,Japanese zelkova,New York,Manhattan
8/26/2015,178762,OnCurb,Alive,black oak,New York,Manhattan
8/30/2015,189561,OnCurb,Alive,black oak,Brooklyn,Brooklyn
8/18/2015,155648,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/1/2015,194505,OnCurb,Dead,,East Elmhurst,Queens
8/18/2015,155601,OnCurb,Stump,,Brooklyn,Brooklyn
9/4/2015,203597,OnCurb,Stump,,Astoria,Queens
9/3/2015,200440,OnCurb,Dead,,New York,Manhattan
8/22/2015,165089,OnCurb,Alive,honeylocust,Ridgewood,Queens
8/27/2015,180297,OnCurb,Alive,honeylocust,New York,Manhattan
8/30/2015,190125,OnCurb,Alive,honeylocust,New York,Manhattan
8/20/2015,163151,OnCurb,Alive,honeylocust,Astoria,Queens
9/2/2015,196716,OnCurb,Alive,honeylocust,Howard Beach,Queens
9/4/2015,201489,OnCurb,Alive,honeylocust,Rockaway Park,Queens
8/30/2015,189621,OnCurb,Alive,crab apple,Flushing,Queens
9/8/2015,209118,OnCurb,Alive,crab apple,Staten Island,Staten Island
9/7/2015,208714,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/8/2015,210556,OnCurb,Alive,honeylocust,New York,Manhattan
8/30/2015,190459,OnCurb,Alive,honeylocust,Jackson Heights,Queens
8/30/2015,189596,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/25/2015,173986,OnCurb,Alive,honeylocust,Staten Island,Staten Island
9/2/2015,196087,OnCurb,Alive,London planetree,Kew Gardens,Queens
8/26/2015,178939,OnCurb,Alive,Sophora,Ridgewood,Queens
9/1/2015,195200,OnCurb,Alive,sweetgum,Staten Island,Staten Island
8/29/2015,185538,OnCurb,Alive,Sophora,Bronx,Bronx
8/29/2015,185540,OnCurb,Alive,Sophora,Bronx,Bronx
9/1/2015,194683,OnCurb,Alive,Sophora,New York,Manhattan
8/27/2015,180160,OnCurb,Alive,Sophora,Long Island City,Queens
8/25/2015,174227,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
9/1/2015,194047,OnCurb,Alive,Sophora,Bronx,Bronx
8/25/2015,172987,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/30/2015,189218,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
9/3/2015,200412,OnCurb,Alive,Sophora,Staten Island,Staten Island
8/29/2015,186325,OnCurb,Alive,Sophora,Bronx,Bronx
8/20/2015,161070,OnCurb,Alive,blackgum,Far Rockaway,Queens
8/30/2015,190280,OnCurb,Alive,red maple,Elmhurst,Queens
8/30/2015,188276,OnCurb,Alive,pin oak,Arverne,Queens
9/7/2015,208623,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/7/2015,208625,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/2/2015,198338,OnCurb,Alive,pin oak,New York,Manhattan
8/31/2015,191411,OnCurb,Alive,red maple,Brooklyn,Brooklyn
8/30/2015,189671,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/1/2015,194651,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/31/2015,192379,OnCurb,Alive,Callery pear,New York,Manhattan
8/24/2015,171198,OffsetFromCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/29/2015,183696,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/8/2015,208823,OnCurb,Alive,Callery pear,New York,Manhattan
9/4/2015,201944,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/28/2015,182356,OnCurb,Alive,Amur maple,Staten Island,Staten Island
8/25/2015,175168,OnCurb,Alive,London planetree,Far Rockaway,Queens
8/25/2015,174650,OnCurb,Alive,American elm,Brooklyn,Brooklyn
8/25/2015,174653,OnCurb,Alive,American elm,Brooklyn,Brooklyn
8/30/2015,188508,OnCurb,Alive,London planetree,New York,Manhattan
9/1/2015,193469,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/8/2015,208877,OnCurb,Alive,London planetree,Astoria,Queens
9/2/2015,196145,OnCurb,Alive,sycamore maple,Kew Gardens,Queens
9/1/2015,195591,OnCurb,Alive,London planetree,Sunnyside,Queens
9/1/2015,195592,OnCurb,Alive,London planetree,Sunnyside,Queens
9/3/2015,200204,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/8/2015,208928,OnCurb,Alive,Callery pear,Astoria,Queens
8/25/2015,172903,OnCurb,Alive,tulip-poplar,Brooklyn,Brooklyn
8/19/2015,160724,OnCurb,Alive,sawtooth oak,Brooklyn,Brooklyn
8/27/2015,180119,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/27/2015,179126,OnCurb,Alive,Norway maple,Forest Hills,Queens
9/1/2015,194470,OffsetFromCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/27/2015,180737,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/27/2015,180748,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/29/2015,185885,OnCurb,Alive,Norway maple,Bronx,Bronx
8/28/2015,183563,OnCurb,Alive,littleleaf linden,New York,Manhattan
9/1/2015,194938,OnCurb,Alive,littleleaf linden,New York,Manhattan
8/30/2015,189354,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/4/2015,201529,OnCurb,Alive,horse chestnut,Forest Hills,Queens
8/31/2015,190708,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/26/2015,178573,OnCurb,Alive,American elm,New York,Manhattan
9/7/2015,208389,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/3/2015,200635,OnCurb,Alive,London planetree,Whitestone,Queens
8/25/2015,175167,OnCurb,Alive,London planetree,Far Rockaway,Queens
8/25/2015,173300,OffsetFromCurb,Alive,London planetree,Far Rockaway,Queens
8/30/2015,189682,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,188503,OnCurb,Alive,London planetree,New York,Manhattan
8/25/2015,173302,OffsetFromCurb,Alive,London planetree,Far Rockaway,Queens
8/30/2015,189473,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,190409,OnCurb,Alive,honeylocust,New York,Manhattan
8/18/2015,156824,OnCurb,Alive,American linden,New York,Manhattan
8/30/2015,189980,OnCurb,Alive,honeylocust,New York,Manhattan
8/27/2015,179745,OnCurb,Alive,honeylocust,Forest Hills,Queens
9/8/2015,210551,OnCurb,Alive,honeylocust,New York,Manhattan
8/30/2015,188841,OnCurb,Alive,honeylocust,New York,Manhattan
8/27/2015,179749,OnCurb,Alive,ginkgo,Forest Hills,Queens
8/29/2015,186819,OnCurb,Alive,ginkgo,East Elmhurst,Queens
8/29/2015,187637,OnCurb,Alive,ginkgo,Staten Island,Staten Island
9/7/2015,208379,OnCurb,Alive,ginkgo,New York,Manhattan
9/8/2015,209162,OnCurb,Alive,honeylocust,Bronx,Bronx
8/30/2015,188605,OnCurb,Alive,American linden,New York,Manhattan
8/25/2015,174084,OnCurb,Alive,honeylocust,New York,Manhattan
9/8/2015,209262,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,189273,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208462,OnCurb,Alive,ash,New York,Manhattan
8/22/2015,165092,OnCurb,Alive,London planetree,New York,Manhattan
9/2/2015,198125,OnCurb,Stump,,Fresh Meadows,Queens
8/25/2015,172857,OnCurb,Alive,northern red oak,Brooklyn,Brooklyn
9/5/2015,205043,OnCurb,Alive,black oak,Brooklyn,Brooklyn
9/5/2015,205060,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/4/2015,203222,OnCurb,Alive,Japanese zelkova,Astoria,Queens
9/2/2015,196887,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/5/2015,204541,OffsetFromCurb,Stump,,Brooklyn,Brooklyn
9/2/2015,197823,OnCurb,Stump,,Staten Island,Staten Island
9/2/2015,197825,OnCurb,Alive,Japanese zelkova,Staten Island,Staten Island
9/6/2015,206398,OnCurb,Alive,Japanese zelkova,East Elmhurst,Queens
8/31/2015,192994,OnCurb,Alive,Chinese elm,Brooklyn,Brooklyn
9/2/2015,198106,OnCurb,Alive,northern red oak,Howard Beach,Queens
9/8/2015,208955,OnCurb,Alive,northern red oak,Astoria,Queens
8/29/2015,184904,OnCurb,Alive,northern red oak,Bronx,Bronx
9/4/2015,203485,OnCurb,Alive,pin oak,Oakland Gardens,Queens
8/30/2015,189563,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/3/2015,199041,OffsetFromCurb,Alive,pin oak,New York,Manhattan
8/27/2015,180532,OnCurb,Alive,red maple,Astoria,Queens
8/29/2015,187316,OnCurb,Alive,pin oak,Elmhurst,Queens
8/22/2015,165463,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/31/2015,191735,OnCurb,Alive,pin oak,Kew Gardens,Queens
9/7/2015,208140,OnCurb,Alive,pin oak,New York,Manhattan
9/8/2015,209419,OnCurb,Alive,pin oak,Staten Island,Staten Island
8/29/2015,185930,OnCurb,Alive,pin oak,Forest Hills,Queens
8/30/2015,189513,OnCurb,Alive,pin oak,Astoria,Queens
9/1/2015,193439,OnCurb,Alive,red maple,Jackson Heights,Queens
